,星期,時間,方向,里程,車速,交通量
142,1,1,1,190.6,111,59
143,1,1,1,196.0,111,52
144,1,1,1,201.1,111,70
145,1,1,1,208.9,115,74
146,1,1,1,215.6,111,67
147,1,1,1,224.9,108,72
148,1,1,1,232.2,113,64
149,1,1,1,239.4,113,64
150,1,1,1,242.5,115,49
151,1,1,1,247.2,108,60
152,1,1,1,251.4,111,50
153,1,1,1,260.3,111,53
154,1,1,1,267.4,108,48
155,1,1,1,271.4,111,35
156,1,1,1,282.7,108,43
157,1,1,1,286.6,111,48
158,1,1,1,293.0,108,41
159,1,1,1,301.9,115,53
160,1,1,1,308.3,111,56
161,1,1,1,312.6,108,44
162,1,1,1,318.5,108,53
163,1,1,1,322.7,104,59
164,1,1,1,325.2,108,54
165,1,1,1,328.6,108,65
166,1,1,1,336.6,111,75
167,1,1,1,339.8,108,79
168,1,1,1,346.0,108,63
169,1,1,1,353.5,104,70
170,1,1,1,356.1,104,76
171,1,1,1,359.0,100,66
172,1,1,1,364.0,104,56
173,1,1,1,367.6,97,53
174,1,1,1,368.6,118,2
175,1,2,0,1.7,93,22
176,1,2,0,2.9,93,29
177,1,2,0,6.1,93,36
178,1,2,0,9.9,93,55
179,1,2,0,14.7,97,39
180,1,2,0,15.5,100,44
181,1,2,0,17.4,117,16
182,1,2,0,20.0,97,21
183,1,2,0,20.8,104,43
184,1,2,0,21.3,97,43
185,1,2,0,23.3,97,41
186,1,2,0,25.6,93,92
187,1,2,0,27.1,100,45
188,1,2,0,29.3,100,93
189,1,2,0,33.3,104,53
190,1,2,0,34.0,100,106
191,1,2,0,34.0,106,22
192,1,2,0,37.6,97,92
193,1,2,0,41.3,100,57
194,1,2,0,44.7,100,68
195,1,2,0,44.7,100,39
196,1,2,0,46.7,97,71
197,1,2,0,49.2,100,87
198,1,2,0,51.1,108,92
199,1,2,0,53.2,106,82
200,1,2,0,55.7,104,119
201,1,2,0,55.7,0,13
202,1,2,0,57.9,104,48
203,1,2,0,58.4,100,93
204,1,2,0,60.8,95,16
205,1,2,0,60.8,100,37
206,1,2,0,63.3,100,65
207,1,2,0,63.3,106,14
208,1,2,0,66.4,102,60
209,1,2,0,68.1,104,77
210,1,2,0,69.9,97,62
211,1,2,0,75.0,104,62
212,1,2,0,75.0,104,43
213,1,2,0,88.0,100,94
214,1,2,0,92.8,104,109
215,1,2,0,95.6,104,135
216,1,2,0,97.9,100,144
217,1,2,0,104.5,97,186
218,1,2,0,112.3,93,147
219,1,2,0,129.2,104,99
220,1,2,0,138.9,108,79
221,1,2,0,146.5,104,68
222,1,2,0,157.2,108,71
223,1,2,0,162.1,108,57
224,1,2,0,166.4,108,70
225,1,2,0,169.9,111,78
226,1,2,0,177.4,108,54
227,1,2,0,180.2,111,52
228,1,2,0,183.9,111,58
229,1,2,0,190.6,108,68
230,1,2,0,196.0,111,61
231,1,2,0,201.1,111,75
232,1,2,0,208.9,115,67
233,1,2,0,215.6,111,82
234,1,2,0,224.9,111,76
235,1,2,0,232.2,108,61
236,1,2,0,239.4,111,61
237,1,2,0,242.5,111,65
238,1,2,0,247.2,111,55
239,1,2,0,251.4,111,55
240,1,2,0,260.3,111,53
241,1,2,0,267.4,108,52
242,1,2,0,271.4,111,54
243,1,2,0,282.7,111,43
244,1,2,0,286.6,111,49
245,1,2,0,293.0,111,51
246,1,2,0,301.9,111,56
247,1,2,0,308.3,108,65
248,1,2,0,312.6,109,50
249,1,2,0,318.5,108,49
250,1,2,0,322.7,108,57
251,1,2,0,325.2,104,68
252,1,2,0,328.6,104,65
253,1,2,0,336.6,108,45
254,1,2,0,339.8,115,47
255,1,2,0,346.0,111,56
256,1,2,0,353.5,108,69
257,1,2,0,355.9,108,65
258,1,2,0,359.0,104,64
259,1,2,0,364.0,104,60
260,1,2,0,367.6,104,46
261,1,2,0,369.6,99,36
262,1,2,0,373.6,90,7
263,1,2,1,0.5,93,20
264,1,2,1,1.7,93,29
265,1,2,1,2.9,97,39
266,1,2,1,6.1,100,52
267,1,2,1,9.9,93,15
268,1,2,1,9.9,111,7
269,1,2,1,14.7,100,27
270,1,2,1,15.5,97,22
271,1,2,1,16.3,97,24
272,1,2,1,18.2,97,37
273,1,2,1,20.6,97,57
274,1,2,1,24.8,100,66
275,1,2,1,26.4,100,74
276,1,2,1,29.3,97,68
277,1,2,1,30.5,100,25
278,1,2,1,30.5,100,21
279,1,2,1,33.4,100,30
280,1,2,1,33.9,97,130
281,1,2,1,33.9,97,47
282,1,2,1,37.6,97,79
283,1,2,1,41.3,104,61
284,1,2,1,44.7,104,44
285,1,2,1,46.7,100,61
286,1,2,1,49.2,99,54
287,1,2,1,51.1,97,55
288,1,2,1,53.2,7,13
289,1,2,1,53.2,100,63
290,1,2,1,55.7,100,50
291,1,2,1,57.8,104,42
292,1,2,1,57.8,100,9
293,1,2,1,57.9,100,20
294,1,2,1,57.9,100,45
295,1,2,1,61.0,100,45
296,1,2,1,63.3,99,56
297,1,2,1,66.4,100,63
298,1,2,1,68.1,97,33
299,1,2,1,69.9,108,42
300,1,2,1,75.0,104,89
301,1,2,1,88.0,104,77
302,1,2,1,92.8,104,54
303,1,2,1,95.0,100,47
304,1,2,1,98.0,104,43
305,1,2,1,104.5,104,56
306,1,2,1,112.3,104,60
307,1,2,1,129.2,104,44
308,1,2,1,138.9,104,44
309,1,2,1,146.5,104,65
310,1,2,1,157.2,108,78
311,1,2,1,162.1,108,59
312,1,2,1,166.4,108,57
313,1,2,1,169.9,108,50
314,1,2,1,177.4,111,49
315,1,2,1,180.2,111,52
316,1,2,1,183.9,108,36
317,1,2,1,190.6,108,53
318,1,2,1,196.0,108,72
319,1,2,1,201.1,111,62
320,1,2,1,208.9,111,61
321,1,2,1,215.6,111,58
322,1,2,1,224.9,108,63
323,1,2,1,232.2,111,65
324,1,2,1,239.4,115,60
325,1,2,1,242.5,113,62
326,1,2,1,247.2,108,61
327,1,2,1,251.4,111,56
328,1,2,1,260.3,111,38
329,1,2,1,267.4,111,43
330,1,2,1,271.4,109,44
331,1,2,1,282.7,108,52
332,1,2,1,286.6,111,42
333,1,2,1,293.0,108,49
334,1,2,1,301.9,108,43
335,1,2,1,308.3,108,37
336,1,2,1,312.6,109,56
337,1,2,1,318.5,108,56
338,1,2,1,322.7,108,48
339,1,2,1,325.2,104,39
340,1,2,1,328.6,106,54
341,1,2,1,336.6,113,74
342,1,2,1,339.8,111,65
343,1,2,1,346.0,104,72
344,1,2,1,353.5,104,74
345,1,2,1,356.1,108,68
346,1,2,1,359.0,108,70
347,1,2,1,364.0,108,53
348,1,2,1,367.6,104,48
349,1,2,1,368.6,108,1
350,1,3,0,1.7,90,23
351,1,3,0,2.9,93,31
352,1,3,0,6.1,97,38
353,1,3,0,9.9,97,53
354,1,3,0,14.7,99,26
355,1,3,0,15.5,100,62
356,1,3,0,17.4,115,19
357,1,3,0,20.0,100,32
358,1,3,0,20.8,100,55
359,1,3,0,21.3,97,41
360,1,3,0,23.3,97,43
361,1,3,0,25.6,97,82
362,1,3,0,27.1,104,58
363,1,3,0,29.3,100,77
364,1,3,0,33.3,104,31
365,1,3,0,34.0,100,63
366,1,3,0,34.0,108,13
367,1,3,0,37.6,97,114
368,1,3,0,41.3,100,67
369,1,3,0,44.7,97,63
370,1,3,0,44.7,100,24
371,1,3,0,46.7,104,74
372,1,3,0,49.2,104,99
373,1,3,0,51.1,108,81
374,1,3,0,53.2,100,78
375,1,3,0,55.7,100,97
376,1,3,0,55.7,0,4
377,1,3,0,57.9,104,61
378,1,3,0,58.4,100,73
379,1,3,0,60.8,106,14
380,1,3,0,60.8,102,26
381,1,3,0,63.3,104,64
382,1,3,0,63.3,102,10
383,1,3,0,66.4,100,57
384,1,3,0,68.1,104,70
385,1,3,0,69.9,97,56
386,1,3,0,75.0,104,66
387,1,3,0,75.0,104,39
388,1,3,0,88.0,100,87
389,1,3,0,92.8,100,147
390,1,3,0,95.6,104,155
391,1,3,0,97.9,100,128
392,1,3,0,104.5,97,101
393,1,3,0,112.3,104,96
394,1,3,0,129.2,104,90
395,1,3,0,138.9,104,72
396,1,3,0,146.5,108,74
397,1,3,0,157.2,104,69
398,1,3,0,162.1,108,65
399,1,3,0,166.4,111,54
400,1,3,0,169.9,111,67
401,1,3,0,177.4,106,66
402,1,3,0,180.2,115,55
403,1,3,0,183.9,111,64
404,1,3,0,190.6,111,63
405,1,3,0,196.0,113,56
406,1,3,0,201.1,115,74
407,1,3,0,208.9,115,84
408,1,3,0,215.6,115,72
409,1,3,0,224.9,113,56
410,1,3,0,232.2,108,64
411,1,3,0,239.4,111,62
412,1,3,0,242.5,111,50
413,1,3,0,247.2,111,53
414,1,3,0,251.4,111,59
415,1,3,0,260.3,111,56
416,1,3,0,267.4,108,45
417,1,3,0,271.4,111,43
418,1,3,0,282.7,115,43
419,1,3,0,286.6,111,49
420,1,3,0,293.0,115,39
421,1,3,0,301.9,111,53
422,1,3,0,308.3,111,40
423,1,3,0,312.6,111,58
424,1,3,0,318.5,104,55
425,1,3,0,322.7,104,48
426,1,3,0,325.2,104,55
427,1,3,0,328.6,108,38
428,1,3,0,336.6,108,41
429,1,3,0,339.8,111,73
430,1,3,0,346.0,108,75
431,1,3,0,353.5,106,66
432,1,3,0,355.9,108,68
433,1,3,0,359.0,100,64
434,1,3,0,364.0,104,57
435,1,3,0,367.6,100,43
436,1,3,0,369.6,97,49
437,1,3,0,373.6,86,3
438,1,3,1,0.5,86,15
439,1,3,1,1.7,90,22
440,1,3,1,2.9,90,26
441,1,3,1,6.1,99,38
442,1,3,1,9.9,97,27
443,1,3,1,9.9,115,16
444,1,3,1,14.7,100,41
445,1,3,1,15.5,99,44
446,1,3,1,16.3,102,18
447,1,3,1,18.2,97,41
448,1,3,1,20.6,97,38
449,1,3,1,24.8,104,84
450,1,3,1,26.4,100,80
451,1,3,1,29.3,100,78
452,1,3,1,30.5,100,30
453,1,3,1,30.5,97,21
454,1,3,1,33.4,97,31
455,1,3,1,33.9,97,102
456,1,3,1,33.9,97,48
457,1,3,1,37.6,97,64
458,1,3,1,41.3,100,81
459,1,3,1,44.7,104,32
460,1,3,1,46.7,100,55
461,1,3,1,49.2,97,62
462,1,3,1,51.1,100,46
463,1,3,1,53.2,5,8
464,1,3,1,53.2,97,80
465,1,3,1,55.7,93,46
466,1,3,1,57.8,100,37
467,1,3,1,57.8,99,16
468,1,3,1,57.9,100,15
469,1,3,1,57.9,100,22
470,1,3,1,61.0,104,50
471,1,3,1,63.3,100,55
472,1,3,1,66.4,104,70
473,1,3,1,68.1,97,49
474,1,3,1,69.9,108,53
475,1,3,1,75.0,104,105
476,1,3,1,88.0,104,86
477,1,3,1,92.8,104,57
478,1,3,1,95.0,104,56
479,1,3,1,98.0,100,45
480,1,3,1,104.5,104,53
481,1,3,1,112.3,102,44
482,1,3,1,129.2,104,55
483,1,3,1,138.9,104,43
484,1,3,1,146.5,104,45
485,1,3,1,157.2,104,55
486,1,3,1,162.1,108,61
487,1,3,1,166.4,111,73
488,1,3,1,169.9,108,56
489,1,3,1,177.4,111,33
490,1,3,1,180.2,111,47
491,1,3,1,183.9,109,54
492,1,3,1,190.6,109,52
493,1,3,1,196.0,111,49
494,1,3,1,201.1,111,60
495,1,3,1,208.9,111,61
496,1,3,1,215.6,111,47
497,1,3,1,224.9,111,59
498,1,3,1,232.2,111,67
499,1,3,1,239.4,111,61
500,1,3,1,242.5,115,54
501,1,3,1,247.2,111,57
502,1,3,1,251.4,111,55
503,1,3,1,260.3,108,43
504,1,3,1,267.4,108,51
505,1,3,1,271.4,111,46
506,1,3,1,282.7,108,51
507,1,3,1,286.6,111,51
508,1,3,1,293.0,111,50
509,1,3,1,301.9,111,48
510,1,3,1,308.3,111,45
511,1,3,1,312.6,104,43
512,1,3,1,318.5,104,43
513,1,3,1,322.7,109,48
514,1,3,1,325.2,108,44
515,1,3,1,328.6,104,49
516,1,3,1,336.6,111,53
517,1,3,1,339.8,108,70
518,1,3,1,346.0,108,71
519,1,3,1,353.5,104,57
520,1,3,1,356.1,104,77
521,1,3,1,359.0,100,73
522,1,3,1,364.0,109,68
523,1,3,1,367.6,108,73
524,1,3,1,368.6,75,2
525,1,4,0,1.7,97,23
526,1,4,0,2.9,93,27
527,1,4,0,6.1,97,34
528,1,4,0,9.9,97,57
529,1,4,0,14.7,108,21
530,1,4,0,15.5,100,44
531,1,4,0,17.4,115,19
532,1,4,0,20.0,97,15
533,1,4,0,20.8,97,24
534,1,4,0,21.3,100,38
535,1,4,0,23.3,91,32
536,1,4,0,25.6,97,58
537,1,4,0,27.1,99,28
538,1,4,0,29.3,100,64
539,1,4,0,33.3,104,25
540,1,4,0,34.0,100,59
541,1,4,0,34.0,100,31
542,1,4,0,37.6,97,128
543,1,4,0,41.3,100,80
544,1,4,0,44.7,99,52
545,1,4,0,44.7,100,39
546,1,4,0,46.7,99,70
547,1,4,0,49.2,104,61
548,1,4,0,51.1,108,73
549,1,4,0,53.2,100,73
550,1,4,0,55.7,100,93
551,1,4,0,55.7,0,7
552,1,4,0,57.9,104,36
553,1,4,0,58.4,100,68
554,1,4,0,60.8,108,9
555,1,4,0,60.8,104,22
556,1,4,0,63.3,104,51
557,1,4,0,63.3,104,12
558,1,4,0,66.4,100,59
559,1,4,0,68.1,100,70
560,1,4,0,69.9,99,62
561,1,4,0,75.0,108,67
562,1,4,0,75.0,104,33
563,1,4,0,88.0,100,111
564,1,4,0,92.8,100,132
565,1,4,0,95.6,108,76
566,1,4,0,97.9,104,73
567,1,4,0,104.5,100,86
568,1,4,0,112.3,104,95
569,1,4,0,129.2,108,81
570,1,4,0,138.9,111,67
571,1,4,0,146.5,108,65
572,1,4,0,157.2,108,70
573,1,4,0,162.1,108,58
574,1,4,0,166.4,111,69
575,1,4,0,169.9,111,83
576,1,4,0,177.4,111,70
577,1,4,0,180.2,111,51
578,1,4,0,183.9,111,49
579,1,4,0,190.6,108,54
580,1,4,0,196.0,113,62
581,1,4,0,201.1,111,78
582,1,4,0,208.9,111,70
583,1,4,0,215.6,111,56
584,1,4,0,224.9,111,71
585,1,4,0,232.2,104,54
586,1,4,0,239.4,108,49
587,1,4,0,242.5,111,55
588,1,4,0,247.2,115,53
589,1,4,0,251.4,111,49
590,1,4,0,260.3,111,48
591,1,4,0,267.4,108,47
592,1,4,0,271.4,111,50
593,1,4,0,282.7,111,39
594,1,4,0,286.6,108,41
595,1,4,0,293.0,111,47
596,1,4,0,301.9,111,44
597,1,4,0,308.3,111,49
598,1,4,0,312.6,111,49
599,1,4,0,318.5,111,39
600,1,4,0,322.7,111,36
601,1,4,0,325.2,108,55
602,1,4,0,328.6,108,50
603,1,4,0,336.6,108,61
604,1,4,0,339.8,111,60
605,1,4,0,346.0,111,57
606,1,4,0,353.5,104,63
607,1,4,0,355.9,100,40
608,1,4,0,359.0,97,43
609,1,4,0,364.0,104,45
610,1,4,0,367.6,108,47
611,1,4,0,369.6,99,40
612,1,4,0,373.6,88,4
613,1,4,1,0.5,93,24
614,1,4,1,1.7,93,28
615,1,4,1,2.9,93,34
616,1,4,1,6.1,97,34
617,1,4,1,9.9,97,24
618,1,4,1,9.9,108,5
619,1,4,1,14.7,100,44
620,1,4,1,15.5,100,28
621,1,4,1,16.3,100,21
622,1,4,1,18.2,100,32
623,1,4,1,20.6,100,41
624,1,4,1,24.8,100,77
625,1,4,1,26.4,100,76
626,1,4,1,29.3,100,70
627,1,4,1,30.5,100,23
628,1,4,1,30.5,102,24
629,1,4,1,33.4,100,15
630,1,4,1,33.9,97,104
631,1,4,1,33.9,97,43
632,1,4,1,37.6,97,62
633,1,4,1,41.3,100,59
634,1,4,1,44.7,97,46
635,1,4,1,46.7,100,56
636,1,4,1,49.2,97,54
637,1,4,1,51.1,100,62
638,1,4,1,53.2,7,10
639,1,4,1,53.2,97,79
640,1,4,1,55.7,97,46
641,1,4,1,57.8,97,27
642,1,4,1,57.8,97,11
643,1,4,1,57.9,100,20
644,1,4,1,57.9,100,38
645,1,4,1,61.0,100,35
646,1,4,1,63.3,100,37
647,1,4,1,66.4,100,47
648,1,4,1,68.1,93,34
649,1,4,1,69.9,100,43
650,1,4,1,75.0,104,75
651,1,4,1,88.0,104,71
652,1,4,1,92.8,104,61
653,1,4,1,95.0,104,61
654,1,4,1,98.0,104,51
655,1,4,1,104.5,104,52
656,1,4,1,112.3,104,57
657,1,4,1,129.2,102,40
658,1,4,1,138.9,104,60
659,1,4,1,146.5,106,42
660,1,4,1,157.2,106,46
661,1,4,1,162.1,108,44
662,1,4,1,166.4,104,53
663,1,4,1,169.9,108,51
664,1,4,1,177.4,113,50
665,1,4,1,180.2,113,52
666,1,4,1,183.9,108,48
667,1,4,1,190.6,111,54
668,1,4,1,196.0,108,59
669,1,4,1,201.1,111,49
670,1,4,1,208.9,111,62
671,1,4,1,215.6,111,52
672,1,4,1,224.9,108,46
673,1,4,1,232.2,111,69
674,1,4,1,239.4,111,58
675,1,4,1,242.5,115,49
676,1,4,1,247.2,111,57
677,1,4,1,251.4,111,57
678,1,4,1,260.3,111,42
679,1,4,1,267.4,111,50
680,1,4,1,271.4,111,43
681,1,4,1,282.7,115,38
682,1,4,1,286.6,111,38
683,1,4,1,293.0,108,50
684,1,4,1,301.9,111,46
685,1,4,1,308.3,115,50
686,1,4,1,312.6,108,44
687,1,4,1,318.5,109,54
688,1,4,1,322.7,111,51
689,1,4,1,325.2,108,39
690,1,4,1,328.6,104,44
691,1,4,1,336.6,115,69
692,1,4,1,339.8,108,60
693,1,4,1,346.0,104,65
694,1,4,1,353.5,104,64
695,1,4,1,356.1,104,56
696,1,4,1,359.0,104,55
697,1,4,1,364.0,108,59
698,1,4,1,367.6,102,56
699,1,4,1,368.6,0,0
700,1,5,0,1.7,88,14
701,1,5,0,2.9,93,25
702,1,5,0,6.1,93,35
703,1,5,0,9.9,100,45
704,1,5,0,14.7,100,25
705,1,5,0,15.5,100,53
706,1,5,0,17.4,111,5
707,1,5,0,20.0,97,18
708,1,5,0,20.8,104,35
709,1,5,0,21.3,97,42
710,1,5,0,23.3,97,43
711,1,5,0,25.6,93,63
712,1,5,0,27.1,104,48
713,1,5,0,29.3,100,65
714,1,5,0,33.3,100,44
715,1,5,0,34.0,100,72
716,1,5,0,34.0,100,32
717,1,5,0,37.6,97,103
718,1,5,0,41.3,100,65
719,1,5,0,44.7,97,61
720,1,5,0,44.7,100,40
721,1,5,0,46.7,99,68
722,1,5,0,49.2,100,68
723,1,5,0,51.1,106,56
724,1,5,0,53.2,100,61
725,1,5,0,55.7,104,79
726,1,5,0,55.7,0,7
727,1,5,0,57.9,106,34
728,1,5,0,58.4,97,52
729,1,5,0,60.8,108,16
730,1,5,0,60.8,100,31
731,1,5,0,63.3,104,47
732,1,5,0,63.3,109,6
733,1,5,0,66.4,104,57
734,1,5,0,68.1,104,83
735,1,5,0,69.9,100,65
736,1,5,0,75.0,108,80
737,1,5,0,75.0,109,40
738,1,5,0,88.0,100,130
739,1,5,0,92.8,104,92
740,1,5,0,95.6,108,77
741,1,5,0,97.9,104,81
742,1,5,0,104.5,104,65
743,1,5,0,112.3,104,63
744,1,5,0,129.2,104,76
745,1,5,0,138.9,108,55
746,1,5,0,146.5,108,69
747,1,5,0,157.2,108,49
748,1,5,0,162.1,111,77
749,1,5,0,166.4,111,58
750,1,5,0,169.9,111,65
751,1,5,0,177.4,108,56
752,1,5,0,180.2,111,34
753,1,5,0,183.9,111,44
754,1,5,0,190.6,108,56
755,1,5,0,196.0,115,58
756,1,5,0,201.1,111,56
757,1,5,0,208.9,111,54
758,1,5,0,215.6,115,70
759,1,5,0,224.9,111,49
760,1,5,0,232.2,108,57
761,1,5,0,239.4,111,60
762,1,5,0,242.5,111,49
763,1,5,0,247.2,111,42
764,1,5,0,251.4,111,50
765,1,5,0,260.3,111,60
766,1,5,0,267.4,111,45
767,1,5,0,271.4,111,35
768,1,5,0,282.7,111,32
769,1,5,0,286.6,108,43
770,1,5,0,293.0,111,31
771,1,5,0,301.9,108,48
772,1,5,0,308.3,111,35
773,1,5,0,312.6,111,29
774,1,5,0,318.5,111,29
775,1,5,0,322.7,108,50
776,1,5,0,325.2,108,40
777,1,5,0,328.6,108,33
778,1,5,0,336.6,104,42
779,1,5,0,339.8,111,57
780,1,5,0,346.0,108,53
781,1,5,0,353.5,97,35
782,1,5,0,355.9,108,44
783,1,5,0,359.0,108,38
784,1,5,0,364.0,104,45
785,1,5,0,367.6,104,33
786,1,5,0,369.6,100,39
787,1,5,0,373.6,95,4
788,1,5,1,0.5,93,17
789,1,5,1,1.7,93,23
790,1,5,1,2.9,97,32
791,1,5,1,6.1,97,44
792,1,5,1,9.9,95,26
793,1,5,1,9.9,118,9
794,1,5,1,14.7,100,35
795,1,5,1,15.5,100,29
796,1,5,1,16.3,100,15
797,1,5,1,18.2,97,30
798,1,5,1,20.6,100,37
799,1,5,1,24.8,100,76
800,1,5,1,26.4,100,82
801,1,5,1,29.3,102,72
802,1,5,1,30.5,100,29
803,1,5,1,30.5,100,20
804,1,5,1,33.4,100,24
805,1,5,1,33.9,100,91
806,1,5,1,33.9,100,49
807,1,5,1,37.6,99,66
808,1,5,1,41.3,100,65
809,1,5,1,44.7,104,22
810,1,5,1,46.7,100,53
811,1,5,1,49.2,100,53
812,1,5,1,51.1,97,47
813,1,5,1,53.2,7,6
814,1,5,1,53.2,93,69
815,1,5,1,55.7,97,36
816,1,5,1,57.8,100,31
817,1,5,1,57.8,100,8
818,1,5,1,57.9,100,19
819,1,5,1,57.9,97,29
820,1,5,1,61.0,104,43
821,1,5,1,63.3,97,46
822,1,5,1,66.4,100,48
823,1,5,1,68.1,95,30
824,1,5,1,69.9,104,33
825,1,5,1,75.0,104,79
826,1,5,1,88.0,104,69
827,1,5,1,92.8,104,54
828,1,5,1,95.0,104,57
829,1,5,1,98.0,100,61
830,1,5,1,104.5,104,58
831,1,5,1,112.3,100,51
832,1,5,1,129.2,104,55
833,1,5,1,138.9,104,44
834,1,5,1,146.5,108,59
835,1,5,1,157.2,108,55
836,1,5,1,162.1,111,39
837,1,5,1,166.4,109,46
838,1,5,1,169.9,108,51
839,1,5,1,177.4,113,28
840,1,5,1,180.2,108,39
841,1,5,1,183.9,111,55
842,1,5,1,190.6,111,49
843,1,5,1,196.0,108,64
844,1,5,1,201.1,111,52
845,1,5,1,208.9,111,42
846,1,5,1,215.6,109,56
847,1,5,1,224.9,111,53
848,1,5,1,232.2,111,39
849,1,5,1,239.4,111,44
850,1,5,1,242.5,115,53
851,1,5,1,247.2,111,47
852,1,5,1,251.4,111,49
853,1,5,1,260.3,111,39
854,1,5,1,267.4,111,41
855,1,5,1,271.4,111,41
856,1,5,1,282.7,108,45
857,1,5,1,286.6,111,50
858,1,5,1,293.0,108,39
859,1,5,1,301.9,108,54
860,1,5,1,308.3,111,53
861,1,5,1,312.6,108,46
862,1,5,1,318.5,108,44
863,1,5,1,322.7,108,49
864,1,5,1,325.2,108,37
865,1,5,1,328.6,104,65
866,1,5,1,336.6,111,67
867,1,5,1,339.8,108,65
868,1,5,1,346.0,108,63
869,1,5,1,353.5,104,62
870,1,5,1,356.1,104,60
871,1,5,1,359.0,104,47
