,星期,時間,方向,里程,車速,交通量
0,2,1,0,1.7,86,19
1,2,1,0,2.9,86,27
2,2,1,0,6.1,91,30
3,2,1,0,9.9,90,36
4,2,1,0,14.7,93,21
5,2,1,0,15.5,97,60
6,2,1,0,17.4,104,16
7,2,1,0,20.0,97,11
8,2,1,0,20.8,100,26
9,2,1,0,21.3,93,43
10,2,1,0,23.3,97,33
11,2,1,0,25.6,93,65
12,2,1,0,27.1,104,32
13,2,1,0,29.3,97,48
14,2,1,0,33.3,99,22
15,2,1,0,34.0,97,52
16,2,1,0,34.0,104,14
17,2,1,0,37.6,93,59
18,2,1,0,41.3,100,33
19,2,1,0,44.7,93,34
20,2,1,0,44.7,93,25
21,2,1,0,46.7,93,43
22,2,1,0,49.2,97,54
23,2,1,0,51.1,100,48
24,2,1,0,53.2,97,38
25,2,1,0,55.7,100,62
26,2,1,0,55.7,0,11
27,2,1,0,57.9,104,15
28,2,1,0,58.4,100,34
29,2,1,0,60.8,90,3
30,2,1,0,60.8,100,13
31,2,1,0,63.3,97,31
32,2,1,0,63.3,91,10
33,2,1,0,66.4,97,34
34,2,1,0,68.1,93,36
35,2,1,0,69.9,93,27
36,2,1,0,75.0,100,35
37,2,1,0,75.0,100,16
38,2,1,0,88.0,97,40
39,2,1,0,92.8,100,44
40,2,1,0,95.6,104,32
41,2,1,0,97.9,104,42
42,2,1,0,104.5,100,44
43,2,1,0,112.3,102,32
44,2,1,0,129.2,100,36
45,2,1,0,138.9,104,34
46,2,1,0,146.5,108,22
47,2,1,0,157.2,104,31
48,2,1,0,162.1,100,25
49,2,1,0,166.4,104,28
50,2,1,0,169.9,100,28
51,2,1,0,177.4,100,28
52,2,1,0,180.2,108,18
53,2,1,0,183.9,108,31
54,2,1,0,190.6,108,28
55,2,1,0,196.0,106,22
56,2,1,0,201.1,109,24
57,2,1,0,208.9,109,22
58,2,1,0,215.6,111,21
59,2,1,0,224.9,113,16
60,2,1,0,232.2,108,33
61,2,1,0,239.4,102,24
62,2,1,0,242.5,109,28
63,2,1,0,247.2,108,21
64,2,1,0,251.4,108,29
65,2,1,0,260.3,111,22
66,2,1,0,267.4,109,22
67,2,1,0,271.4,111,16
68,2,1,0,282.7,113,14
69,2,1,0,286.6,109,16
70,2,1,0,293.0,113,18
71,2,1,0,301.9,111,23
72,2,1,0,308.3,108,23
73,2,1,0,312.6,108,34
74,2,1,0,318.5,104,17
75,2,1,0,322.7,108,26
76,2,1,0,325.2,104,34
77,2,1,0,328.6,108,31
78,2,1,0,336.6,106,38
79,2,1,0,339.8,111,41
80,2,1,0,346.0,104,43
81,2,1,0,353.5,102,26
82,2,1,0,355.9,104,35
83,2,1,0,359.0,100,34
84,2,1,0,364.0,104,44
85,2,1,0,367.6,104,43
86,2,1,0,369.6,99,42
87,2,1,0,373.6,91,2
88,2,1,1,0.5,90,11
89,2,1,1,1.7,90,12
90,2,1,1,2.9,86,18
91,2,1,1,6.1,93,24
92,2,1,1,9.9,93,17
93,2,1,1,9.9,111,7
94,2,1,1,14.7,100,23
95,2,1,1,15.5,90,33
96,2,1,1,16.3,100,13
97,2,1,1,18.2,95,42
98,2,1,1,20.6,100,21
99,2,1,1,24.8,100,69
100,2,1,1,26.4,100,60
101,2,1,1,29.3,97,47
102,2,1,1,30.5,100,22
103,2,1,1,30.5,97,11
104,2,1,1,33.4,97,19
105,2,1,1,33.9,79,97
106,2,1,1,33.9,86,32
107,2,1,1,37.6,93,53
108,2,1,1,41.3,100,56
109,2,1,1,44.7,100,23
110,2,1,1,46.7,97,45
111,2,1,1,49.2,97,51
112,2,1,1,51.1,100,41
113,2,1,1,53.2,7,9
114,2,1,1,53.2,97,71
115,2,1,1,55.7,97,39
116,2,1,1,57.8,97,27
117,2,1,1,57.8,90,4
118,2,1,1,57.9,90,13
119,2,1,1,57.9,93,24
120,2,1,1,61.0,100,33
121,2,1,1,63.3,97,31
122,2,1,1,66.4,97,39
123,2,1,1,68.1,93,24
124,2,1,1,69.9,100,23
125,2,1,1,75.0,100,50
126,2,1,1,88.0,100,59
127,2,1,1,92.8,104,55
128,2,1,1,95.0,104,49
129,2,1,1,98.0,100,28
130,2,1,1,104.5,104,33
131,2,1,1,112.3,104,37
132,2,1,1,129.2,100,33
133,2,1,1,138.9,104,25
134,2,1,1,146.5,102,28
135,2,1,1,157.2,104,42
136,2,1,1,162.1,104,43
137,2,1,1,166.4,104,44
138,2,1,1,169.9,108,34
139,2,1,1,177.4,115,27
140,2,1,1,180.2,109,36
141,2,1,1,183.9,104,39
142,2,1,1,190.6,108,39
143,2,1,1,196.0,108,26
144,2,1,1,201.1,108,30
145,2,1,1,208.9,111,35
146,2,1,1,215.6,111,29
147,2,1,1,224.9,111,25
148,2,1,1,232.2,115,25
149,2,1,1,239.4,115,28
150,2,1,1,242.5,111,24
151,2,1,1,247.2,111,29
152,2,1,1,251.4,108,17
153,2,1,1,260.3,104,21
154,2,1,1,267.4,115,23
155,2,1,1,271.4,111,23
156,2,1,1,282.7,108,25
157,2,1,1,286.6,115,23
