,星期,時間,方向,里程,車速,交通量
0,2,1,0,1.7,95,26
1,2,1,0,2.9,90,36
2,2,1,0,6.1,93,45
3,2,1,0,9.9,97,60
4,2,1,0,14.7,93,33
5,2,1,0,15.5,79,53
6,2,1,0,17.4,104,16
7,2,1,0,20.0,100,26
8,2,1,0,20.8,104,38
9,2,1,0,21.3,97,36
10,2,1,0,23.3,90,31
11,2,1,0,25.6,100,68
12,2,1,0,27.1,104,42
13,2,1,0,29.3,104,62
14,2,1,0,33.3,100,19
15,2,1,0,34.0,104,59
16,2,1,0,34.0,104,19
17,2,1,0,37.6,97,83
18,2,1,0,41.3,104,42
19,2,1,0,44.7,97,49
20,2,1,0,44.7,100,33
21,2,1,0,46.7,100,52
22,2,1,0,49.2,100,56
23,2,1,0,51.1,108,49
24,2,1,0,53.2,97,41
25,2,1,0,55.7,104,61
26,2,1,0,55.7,0,7
27,2,1,0,57.9,100,27
28,2,1,0,58.4,100,33
29,2,1,0,60.8,93,5
30,2,1,0,60.8,97,8
31,2,1,0,63.3,100,27
32,2,1,0,63.3,104,6
33,2,1,0,66.4,97,38
34,2,1,0,68.1,100,53
35,2,1,0,69.9,97,42
36,2,1,0,75.0,104,38
37,2,1,0,75.0,102,12
38,2,1,0,88.0,100,39
39,2,1,0,92.8,104,46
40,2,1,0,95.6,104,34
41,2,1,0,97.9,104,35
42,2,1,0,104.5,104,31
43,2,1,0,112.3,104,20
44,2,1,0,129.2,104,29
45,2,1,0,138.9,108,33
46,2,1,0,146.5,111,35
47,2,1,0,157.2,104,33
48,2,1,0,162.1,111,28
49,2,1,0,166.4,108,29
50,2,1,0,169.9,108,40
51,2,1,0,177.4,104,39
52,2,1,0,180.2,108,26
53,2,1,0,183.9,111,25
54,2,1,0,190.6,108,19
55,2,1,0,196.0,109,30
56,2,1,0,201.1,108,36
57,2,1,0,208.9,111,37
58,2,1,0,215.6,111,35
59,2,1,0,224.9,108,26
60,2,1,0,232.2,108,23
61,2,1,0,239.4,104,23
62,2,1,0,242.5,111,25
63,2,1,0,247.2,109,24
64,2,1,0,251.4,111,25
65,2,1,0,260.3,108,19
66,2,1,0,267.4,104,15
67,2,1,0,271.4,108,19
68,2,1,0,282.7,108,18
69,2,1,0,286.6,108,22
70,2,1,0,293.0,108,21
71,2,1,0,301.9,108,26
72,2,1,0,308.3,97,24
73,2,1,0,312.6,111,24
74,2,1,0,318.5,106,32
75,2,1,0,322.7,108,32
76,2,1,0,325.2,104,33
77,2,1,0,328.6,104,23
78,2,1,0,336.6,104,28
79,2,1,0,339.8,111,37
80,2,1,0,346.0,108,47
81,2,1,0,353.5,104,50
82,2,1,0,355.9,100,60
83,2,1,0,359.0,104,53
84,2,1,0,364.0,104,53
85,2,1,0,367.6,104,25
86,2,1,0,369.6,97,26
87,2,1,0,373.6,100,1
88,2,1,1,0.5,82,15
89,2,1,1,1.7,90,18
90,2,1,1,2.9,88,28
91,2,1,1,6.1,93,43
92,2,1,1,9.9,97,30
93,2,1,1,9.9,104,4
94,2,1,1,14.7,102,52
95,2,1,1,15.5,97,25
96,2,1,1,16.3,93,11
97,2,1,1,18.2,93,28
98,2,1,1,20.6,97,30
99,2,1,1,24.8,100,58
100,2,1,1,26.4,100,59
101,2,1,1,29.3,102,60
102,2,1,1,30.5,100,12
103,2,1,1,30.5,100,17
104,2,1,1,33.4,102,10
105,2,1,1,33.9,97,101
106,2,1,1,33.9,97,22
107,2,1,1,37.6,97,61
108,2,1,1,41.3,100,63
109,2,1,1,44.7,102,32
110,2,1,1,46.7,100,48
111,2,1,1,49.2,97,54
112,2,1,1,51.1,100,46
113,2,1,1,53.2,3,3
114,2,1,1,53.2,97,81
115,2,1,1,55.7,93,46
116,2,1,1,57.8,100,31
117,2,1,1,57.8,93,7
118,2,1,1,57.9,99,14
119,2,1,1,57.9,95,38
120,2,1,1,61.0,104,46
121,2,1,1,63.3,100,39
122,2,1,1,66.4,82,48
123,2,1,1,68.1,82,30
124,2,1,1,69.9,104,30
125,2,1,1,75.0,104,52
126,2,1,1,88.0,100,31
127,2,1,1,92.8,90,24
128,2,1,1,95.0,100,34
129,2,1,1,98.0,104,39
130,2,1,1,104.5,104,47
131,2,1,1,112.3,108,34
132,2,1,1,129.2,104,38
133,2,1,1,138.9,104,28
134,2,1,1,146.5,104,32
135,2,1,1,157.2,106,46
136,2,1,1,162.1,109,36
137,2,1,1,166.4,108,42
138,2,1,1,169.9,108,38
139,2,1,1,177.4,115,24
140,2,1,1,180.2,111,27
141,2,1,1,183.9,106,32
142,2,1,1,190.6,111,31
143,2,1,1,196.0,108,23
