,星期,時間,方向,里程,車速,交通量
0,4,1,0,1.7,90,26
1,4,1,0,2.9,90,31
2,4,1,0,6.1,91,46
3,4,1,0,9.9,97,51
4,4,1,0,14.7,79,35
5,4,1,0,15.5,93,84
6,4,1,0,17.4,100,20
7,4,1,0,20.0,97,27
8,4,1,0,20.8,100,40
9,4,1,0,21.3,97,67
10,4,1,0,23.3,97,40
11,4,1,0,25.6,97,81
12,4,1,0,27.1,104,43
13,4,1,0,29.3,100,66
14,4,1,0,33.3,95,18
15,4,1,0,34.0,100,86
16,4,1,0,34.0,100,15
17,4,1,0,37.6,100,105
18,4,1,0,41.3,104,61
19,4,1,0,44.7,100,41
20,4,1,0,44.7,100,16
21,4,1,0,46.7,100,53
22,4,1,0,49.2,100,49
23,4,1,0,51.1,104,54
24,4,1,0,53.2,97,49
25,4,1,0,55.7,100,73
26,4,1,0,55.7,0,6
27,4,1,0,57.9,100,14
28,4,1,0,58.4,100,51
29,4,1,0,60.8,106,8
30,4,1,0,60.8,104,8
31,4,1,0,63.3,104,35
32,4,1,0,63.3,90,6
33,4,1,0,66.4,100,32
34,4,1,0,68.1,100,42
35,4,1,0,69.9,100,25
36,4,1,0,75.0,104,37
37,4,1,0,75.0,108,16
38,4,1,0,88.0,100,56
39,4,1,0,92.8,99,64
40,4,1,0,95.6,108,44
41,4,1,0,97.9,108,39
42,4,1,0,104.5,104,29
43,4,1,0,112.3,100,24
44,4,1,0,129.2,104,39
45,4,1,0,138.9,108,33
46,4,1,0,146.5,108,44
47,4,1,0,157.2,115,29
48,4,1,0,162.1,108,39
49,4,1,0,166.4,111,20
50,4,1,0,169.9,0,0
51,4,1,0,177.4,0,0
52,4,1,0,180.2,108,16
53,4,1,0,183.9,104,16
54,4,1,0,190.6,104,18
55,4,1,0,196.0,108,32
56,4,1,0,201.1,108,41
57,4,1,0,208.9,108,50
58,4,1,0,215.6,111,37
59,4,1,0,224.9,106,34
60,4,1,0,232.2,100,23
61,4,1,0,239.4,102,26
62,4,1,0,242.5,108,16
63,4,1,0,247.2,108,20
64,4,1,0,251.4,108,30
65,4,1,0,260.3,108,32
66,4,1,0,267.4,104,29
67,4,1,0,271.4,109,16
68,4,1,0,282.7,111,9
69,4,1,0,286.6,111,31
70,4,1,0,293.0,115,19
71,4,1,0,301.9,111,27
72,4,1,0,308.3,109,30
73,4,1,0,312.6,108,35
74,4,1,0,318.5,111,37
75,4,1,0,322.7,111,30
76,4,1,0,325.2,106,30
77,4,1,0,328.6,104,24
78,4,1,0,336.6,108,38
